 ID       ,, Summary                                                       ,, Category                      ,, Status    ,, Resolution           ,, Severity      ,, Priority  ,, Assignee              ,, Opened               ,, Changed              ,, Found In                                      ,, Fix By                                                        ,, Bug Type       ,, Build      ,, Branch                                    ,, Reopened  ,, Regression  ,, Resolved             ,, Closed               
 1766190 ,, [SR] [FR] [UI] Add proxy support for VxRail Manager          ,, Feature Requests             ,, closed   ,, fixed               ,, critical     ,, P1       ,, sarahx               ,, 2016-11-15 17:54:58 ,, 2018-08-12 01:27:11 ,, MARVIN Ghent-VxRail_3.5 GA(6/9/16)           ,, MARVIN VxRail_4.0.300 Development, MARVIN VxRail_4.5 CD4 (02/20 - 03/10),, Feature       ,,           ,,                                          ,, 0        ,, Unknown    ,, 2017-03-06 18:14:59 ,, 2017-04-26 00:43:35 
 1766195 ,, Add timeout or exception for bundle upload if no progress    ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P2       ,, vxrail-guru          ,, 2016-11-15 18:10:39 ,, 2018-06-20 00:52:03 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.200                                        ,, Defect        ,,           ,, VxRail401                                ,, 0        ,, No         ,, 2017-01-13 13:49:50 ,, 2017-03-07 14:05:18 
 1766444 ,, [Node replacement]  Precheck will always fail while some...  ,, Configuration                ,, closed   ,, fixed               ,, minor        ,, P3       ,, vxrail-guru          ,, 2016-11-16 01:18:24 ,, 2018-08-12 01:22:49 ,, MARVIN Nicias-VxRail_4.0 CD7(10/24-11/2)     ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 4631184   ,, vxrail40                                 ,, 0        ,, Unknown    ,, 2016-12-05 17:25:23 ,, 2016-12-26 02:39:10 
 1766451 ,, [DiskAddition]The disk number should not be decimal and ...  ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P1       ,, royl1                ,, 2016-11-16 01:27:14 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 4634132   ,, vxrail40                                 ,, 0        ,, Unknown    ,, 2016-11-16 17:48:05 ,, 2016-12-05 02:08:22 
 1766512 ,, There is one not used item description in PSU info           ,, Usability                    ,, closed   ,, fixed               ,, serious      ,, P1       ,, ljian                ,, 2016-11-16 02:53:22 ,, 2018-08-12 01:27:11 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5 Dev_triage                                 ,, Defect        ,, 4634132   ,, vxrail40                                 ,, 0        ,, Unknown    ,, 2016-12-05 01:52:09 ,, 2017-06-13 03:18:18 
 1766514 ,, HTTP 500 info include internal is shown after shutdown c...  ,, Usability                    ,, closed   ,, fixed               ,, critical     ,, P1       ,, ljian                ,, 2016-11-16 03:03:46 ,, 2018-08-12 01:27:11 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5                                            ,, Defect        ,, 4634132   ,, vxrail40                                 ,, 0        ,, Unknown    ,, 2016-11-20 23:03:50 ,, 2017-06-13 03:13:11 
 1766519 ,, When move mouse over disks in physical view page, the di...  ,, Usability                    ,, closed   ,, fixed               ,, serious      ,, P1       ,, ljian                ,, 2016-11-16 03:10:28 ,, 2018-08-12 01:27:11 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5 Dev_triage                                 ,, Defect        ,, 4634132   ,, vxrail40                                 ,, 0        ,, Unknown    ,, 2016-12-12 22:19:04 ,, 2017-06-16 03:08:41 
 1766691 ,, [configuration/progress] Clean up grammar of configurati...  ,, Configuration                ,, closed   ,, fixed               ,, minor        ,, P1       ,, frankli              ,, 2016-11-16 09:42:04 ,, 2017-08-13 01:23:08 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-11-16 17:39:18 ,, 2016-12-20 07:52:52 
 1766945 ,, First run does not generate randomized names on external...  ,, Configuration                ,, closed   ,, not a bug           ,, serious      ,, P1       ,, vxrail-guru          ,, 2016-11-16 17:06:30 ,, 2018-06-07 03:58:39 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-12-15 16:42:44 ,, 2016-12-22 11:01:47 
 1766947 ,, Incorrect behavior of disabled buttons throughout Mystic UI  ,, Usability                    ,, closed   ,, fixed               ,, minor        ,, P1       ,, ljian                ,, 2016-11-16 17:10:42 ,, 2018-03-04 01:23:47 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100 , MARVIN VxRail_4.0.100 Dev            ,, Defect        ,, 4657093   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2016-11-20 19:23:14 ,, 2016-11-21 12:22:30 
 1767062 ,, Build Quanta appliance failed with error "node-1: sda: F...  ,, Configuration                ,, closed   ,, fixed               ,, critical     ,, P1       ,, vxrail-guru          ,, 2016-11-16 21:37:08 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-11-21 01:43:08 ,, 2016-11-28 23:44:13 
 1767370 ,, [DiskAddition] The error message during cache disk addit...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P2       ,, royl1                ,, 2016-11-17 06:29:45 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 4634132   ,, vxrail40                                 ,, 0        ,, Unknown    ,, 2016-11-23 00:44:26 ,, 2016-12-05 18:51:44 
 1767377 ,, [DiskAddition]The error message about node is not consis...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P2       ,, ntenczar             ,, 2016-11-17 06:41:39 ,, 2017-01-29 01:32:10 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 4634132   ,, vxrail40                                 ,, 0        ,, Unknown    ,, 2016-11-28 19:04:50 ,, 2016-12-05 18:48:29 
 1767431 ,, entering unexpected value to lang parameter in configura...  ,, Configuration                ,, closed   ,, not a bug           ,, catastrophic ,, P1       ,, vxrail-guru          ,, 2016-11-17 09:09:22 ,, 2018-08-12 01:27:15 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 4662960   ,, vxrail401                                ,, 0        ,, Yes        ,, 2016-11-17 18:11:18 ,, 2016-12-05 11:01:09 
 1767644 ,, No keyboard access to the section 'Appliance' on the pag...  ,, Usability                    ,, closed   ,, fixed               ,, minor        ,, P2       ,, ljian                ,, 2016-11-17 16:30:36 ,, 2018-08-12 01:27:11 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5 Dev_triage                                 ,, Defect        ,, 4662960   ,, vxrail401                                ,, 0        ,, No         ,, 2016-12-05 01:52:21 ,, 2017-02-24 13:56:30 
 1768135 ,, LocaleChangeInterceptor parser needs improvement             ,, Configuration                ,, closed   ,, fixed               ,, critical     ,, P2       ,, ntenczar             ,, 2016-11-18 08:09:16 ,, 2016-12-05 11:04:44 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,,           ,, vxrail401                                ,, 0        ,, No         ,, 2016-12-05 11:04:25 ,, 2016-12-05 11:04:44 
 1768320 ,, Offline Upgrade: UI displays "The password for managemen...  ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P0       ,, liyunz               ,, 2016-11-18 14:18:00 ,, 2019-02-05 12:16:35 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5 CD1 (12/19 - 01/06)                        ,, Defect        ,, 4662960   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2016-11-21 00:54:12 ,, 2019-02-05 12:16:35 
 1768656 ,, [Disk addition] cannot monitor disk addition process aft...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, yaos                 ,, 2016-11-20 19:24:39 ,, 2017-01-29 01:32:10 ,, MARVIN Nicias-VxRail_4.0                     ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,,           ,,                                          ,, 0        ,, No         ,, 2016-11-29 00:41:19 ,, 2016-12-22 01:24:46 
 1768733 ,, Vxrail Manager configure API still takes effect after fi...  ,, Configuration                ,, closed   ,, wont fix            ,, cosmetic     ,, P4       ,, joex                 ,, 2016-11-20 22:25:18 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_5.0                                            ,, Defect        ,, 4662960   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2017-10-13 12:49:40 ,, 2017-10-13 12:49:55 
 1769245 ,, VxRail Manager web UI should be responsive in design         ,, Usability                    ,, closed   ,, fixed               ,, minor        ,, P2       ,, libi                 ,, 2016-11-21 14:19:33 ,, 2017-06-23 07:55:05 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5                                            ,, Defect        ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-12-16 01:57:37 ,, 2017-06-23 07:55:05 
 1769467 ,, Fail to shut down the cluster after change the name of  ...  ,, Management                   ,, closed   ,, fixed               ,, minor        ,, P2       ,, ljian                ,, 2016-11-21 20:54:27 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 4667762   ,, nsx-crosshairs                           ,, 0        ,, Unknown    ,, 2016-12-08 01:42:26 ,, 2016-12-15 17:55:01 
 1770194 ,, [NotReproducible][SR] Marvin health collection service s...  ,, Feature Requests             ,, closed   ,, wont fix            ,, serious      ,, P1       ,, liyunz               ,, 2016-11-22 15:46:29 ,, 2019-02-24 01:22:03 ,, MARVIN Ghent-VxRail_3.5 GA(6/9/16)           ,, MARVIN VxRail_4.5 Dev_triage, MARVIN VxRail_4.0.400 Development,, Defect        ,,           ,,                                          ,, 2        ,, Yes        ,, 2017-06-09 01:54:20 ,, 2017-10-13 01:35:04 
 1770308 ,, Cannot get appliance model,... show in Phyical view of H...  ,, Configuration                ,, closed   ,, fixed               ,, critical     ,, P1       ,, vxrail-guru          ,, 2016-11-22 19:23:49 ,, 2018-08-12 01:27:11 ,, MARVIN Nicias-VxRail_4.0 CD7(10/24-11/2)     ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-11-23 21:28:38 ,, 2016-12-06 08:39:40 
 1770691 ,, [SVT] Internet upgrade failed with "Could not find a new...  ,, Management                   ,, closed   ,, unable to duplicate ,, critical     ,, P1       ,, frankli              ,, 2016-11-23 06:39:11 ,, 2016-12-20 12:41:43 ,, MARVIN Nicias-VxRail_4.0 CD7(10/24-11/2)     ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-12-08 09:01:59 ,, 2016-12-20 12:41:43 
 1770752 ,, Time seems to be gone from page in 3 node configuration      ,, Configuration                ,, closed   ,, wont fix            ,, serious      ,, P1       ,, ntenczar             ,, 2016-11-23 10:04:45 ,, 2016-11-28 13:19:19 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-11-28 09:09:33 ,, 2016-11-28 13:19:19 
 1770919 ,, cannot get past redirect screen after starting configura...  ,, Configuration                ,, closed   ,, fixed               ,, catastrophic ,, P0       ,, ntenczar             ,, 2016-11-23 16:04:34 ,, 2016-11-28 13:20:38 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 4689770   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2016-11-28 09:14:26 ,, 2016-11-28 13:20:38 
 1770978 ,, Initial Vxrail failed after precheck vaildate                ,, Configuration                ,, closed   ,, fixed               ,, critical     ,, P0       ,, royl1                ,, 2016-11-23 19:16:00 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 4689770   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2016-11-23 20:11:07 ,, 2016-11-27 18:49:10 
 1771179 ,, ESRS fail to detect conflict IP before deploy                ,, Management                   ,, closed   ,, fixed               ,, serious      ,, P1       ,, libi                 ,, 2016-11-24 01:46:56 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5                                            ,, Defect        ,, 4680413   ,, cart-16q3                                ,, 0        ,, Unknown    ,, 2016-12-06 23:43:48 ,, 2016-12-12 18:45:16 
 1771460 ,, badge appears when use fault upgrade bundle                  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, ljian                ,, 2016-11-24 20:33:22 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 4689771   ,, hosted-2017                              ,, 0        ,, Unknown    ,, 2016-12-15 21:40:05 ,, 2016-12-22 02:01:44 
 1771528 ,, front view layer mask always exists even when mouse hove...  ,, Management                   ,, closed   ,, fixed               ,, minor        ,, P2       ,, charliec             ,, 2016-11-24 22:43:47 ,, 2018-08-12 01:27:11 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 4689771   ,, hosted-2017                              ,, 0        ,, Unknown    ,, 2016-11-28 19:38:04 ,, 2016-12-09 03:27:31 
 1771571 ,, [EXVC][NodeExpansion] Fail to add node after external VC...  ,, Configuration                ,, closed   ,, fixed               ,, critical     ,, P1       ,, liyunz               ,, 2016-11-24 23:27:24 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,, 4680413   ,, cart-16q3                                ,, 0        ,, Unknown    ,, 2017-01-03 16:15:12 ,, 2017-01-05 23:34:41 
 1772175 ,, [UI][Precheck]There lacks a ',' in the error message of ...  ,, Configuration                ,, closed   ,, fixed               ,, critical     ,, P2       ,, royl1                ,, 2016-11-27 23:53:10 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 4694499   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2016-11-28 21:55:48 ,, 2016-12-05 02:07:38 
 1772269 ,, Precheck failed while VSAN /Vmotion/ESXI host at same se...  ,, Configuration                ,, closed   ,, wont fix            ,, minor        ,, P3       ,, sarahx               ,, 2016-11-28 01:45:00 ,, 2018-08-12 01:24:32 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5.200                                        ,, Feature       ,, 4680412   ,, vxrail401                                ,, 1        ,, Unknown    ,, 2017-11-09 12:45:37 ,, 2017-11-09 12:45:57 
 1772409 ,, CI Unit Test Suite Failed due Parse Slot info from Esxi ...  ,, Unknown                      ,, closed   ,, fixed               ,, catastrophic ,, P0       ,, libi                 ,, 2016-11-28 07:11:24 ,, 2017-02-05 01:21:03 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,,           ,,                                          ,, 0        ,, Yes        ,, 2016-11-28 14:42:37 ,, 2016-11-28 18:09:20 
 1773085 ,, Unable to pass config validation on GEN2 due error "Erro...  ,, Configuration                ,, closed   ,, fixed               ,, catastrophic ,, P0       ,, frankli              ,, 2016-11-29 05:59:54 ,, 2016-11-29 08:37:55 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,, 8178133   ,, vxrail401                                ,, 0        ,, Yes        ,, 2016-11-29 08:37:11 ,, 2016-11-29 08:37:54 
 1773551 ,, [MultiDG Validator] improve error message when Node has ...  ,, Configuration                ,, closed   ,, fixed               ,, serious      ,, P1       ,, frankli              ,, 2016-11-29 19:48:56 ,, 2018-08-05 01:22:37 ,, MARVIN Nicias-VxRail_4.0 GA                  ,, MARVIN VxRail_4.0.100                                        ,, Defect        ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-12-04 23:51:07 ,, 2016-12-18 18:47:55 
 1773748 ,, [exvc][node expansion] failed to pass precheck after exv...  ,, Management                   ,, closed   ,, fixed               ,, serious      ,, P1       ,, ntenczar             ,, 2016-11-30 01:43:10 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.200                                        ,, Defect        ,, 4680413   ,, cart-16q3                                ,, 0        ,, Unknown    ,, 2017-03-01 14:05:52 ,, 2017-03-10 02:35:46 
 1773760 ,, Fail to turn on/off disk led on physic page after changi...  ,, Management                   ,, closed   ,, fixed               ,, cosmetic     ,, P4       ,, ljian                ,, 2016-11-30 02:01:16 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5                                            ,, Defect        ,, 4694500   ,, main                                     ,, 0        ,, Unknown    ,, 2017-04-06 23:46:55 ,, 2017-04-13 00:02:22 
 1773924 ,, Encountered "Could not createVSAN  cluster" error, but r...  ,, Configuration                ,, closed   ,, unable to duplicate ,, serious      ,, P1       ,, frankli              ,, 2016-11-30 09:02:10 ,, 2017-08-13 01:23:08 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5 Dev_triage                                 ,, Defect        ,, 4716267   ,, 4.0.1                                    ,, 0        ,, Unknown    ,, 2017-05-01 11:41:12 ,, 2017-06-23 08:56:17 
 1774073 ,, Product version on /configure/forms/* pages does not mat...  ,, Usability                    ,, closed   ,, fixed               ,, serious      ,, P1       ,, ljian                ,, 2016-11-30 13:15:18 ,, 2018-06-20 00:52:03 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.0.200                                        ,, Defect        ,, 8189364   ,, master                                   ,, 0        ,, Yes        ,, 2017-01-09 12:26:52 ,, 2017-01-31 07:30:16 
 1774117 ,, Unable  pass validation after re-uploading valid configu...  ,, Configuration                ,, closed   ,, fixed               ,, critical     ,, P1       ,, frankli              ,, 2016-11-30 14:28:42 ,, 2017-06-22 22:24:07 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5                                            ,, Defect        ,, 4720887   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2017-06-06 13:58:00 ,, 2017-06-22 22:24:07 
 1774131 ,, Adding "/" to browser address field to pages from "Welco...  ,, Configuration                ,, closed   ,, wont fix            ,, critical     ,, P1       ,, frankli              ,, 2016-11-30 14:54:48 ,, 2017-11-05 01:24:38 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.5 Dev_triage                                 ,, Defect        ,, 4720887   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2017-06-06 14:01:58 ,, 2017-06-22 22:24:24 
 1774516 ,, LED is still on after node shut down                         ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, charliec             ,, 2016-12-01 01:22:22 ,, 2018-08-12 01:27:11 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,, 4694499   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2016-12-01 01:44:13 ,, 2016-12-09 03:37:58 
 1774521 ,, list not align when click open service request               ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P2       ,, charliec             ,, 2016-12-01 01:27:47 ,, 2018-08-12 01:27:11 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,,           ,, 4694499                                  ,, 0        ,, Unknown    ,, 2016-12-01 01:43:20 ,, 2016-12-16 01:41:57 
 1774780 ,, [SR] [TASK] need to validate that node add retry operati...  ,, Configuration                ,, closed   ,, wont fix            ,, serious      ,, P1       ,, vxrail-guru          ,, 2016-12-01 10:29:07 ,, 2019-02-04 16:07:57 ,, MARVIN Ghent-VxRail_3.5 GA(6/9/16)           ,, MARVIN VxRail_4.0.100 Dev                                    ,, Task          ,,           ,,                                          ,, 0        ,, Unknown    ,, 2017-10-09 16:34:01 ,, 2019-02-04 16:07:56 
 1774792 ,, [LCM][UI] VxRail 3.5 to 4.0 Internet Upgrade hangs at 0%...  ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P0       ,, smunot               ,, 2016-12-01 10:55:27 ,, 2019-02-04 16:08:28 ,, MARVIN Nicias-VxRail_4.0 RTM                 ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-12-05 15:26:21 ,, 2019-02-04 16:08:27 
 1774868 ,, Cancel does not seem to reset the upgrade filepath link ...  ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P1       ,, smunot               ,, 2016-12-01 13:37:22 ,, 2016-12-12 08:22:21 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,,           ,,                                          ,, 0        ,, Yes        ,, 2016-12-09 15:18:10 ,, 2016-12-12 08:22:21 
 1774906 ,, [LCM]LCM hangs while processing an ill-formed zip bundle...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, vxrail-guru          ,, 2016-12-01 14:36:25 ,, 2019-02-04 16:08:56 ,, MARVIN Nicias-VxRail_4.0 RTM                 ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-12-08 13:08:57 ,, 2019-02-04 16:08:56 
 1774983 ,, [DELL] First run fails at 70%: Cannot create multi DG  o...  ,, Configuration                ,, closed   ,, unable to duplicate ,, catastrophic ,, P1       ,, frankli              ,, 2016-12-01 16:45:56 ,, 2017-08-13 01:23:08 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.5 Dev_triage                                 ,, Defect        ,, 4227900   ,, vxrail40                                 ,, 0        ,, Unknown    ,, 2017-06-07 11:11:45 ,, 2017-06-27 11:58:08 
 1775255 ,, [FR] [Node Filter] Need to show filtered out nodes prope...  ,, Management                   ,, closed   ,, not a bug           ,, critical     ,, P1       ,, frankli              ,, 2016-12-02 01:15:27 ,, 2018-08-05 01:22:38 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.0.400                                        ,, Feature       ,,           ,,                                          ,, 0        ,, Unknown    ,, 2017-08-01 14:10:26 ,, 2017-08-01 14:13:08 
 1775317 ,, Upgrade fails and precheck shows " the error message is ...  ,, Management                   ,, closed   ,, fixed               ,, serious      ,, P1       ,, ntenczar             ,, 2016-12-02 03:03:13 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.300 RTM                                    ,, Defect        ,, 4720888   ,, nsx-ch-containers                        ,, 0        ,, Unknown    ,, 2017-04-19 13:59:53 ,, 2017-04-26 02:09:28 
 1775860 ,, Appliance configuration got stuck on 23-25/68                ,, Configuration                ,, closed   ,, fixed               ,, catastrophic ,, P0       ,, vxrail-guru          ,, 2016-12-04 13:12:44 ,, 2018-08-12 01:27:15 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,, 4738387   ,, vxrail401                                ,, 0        ,, Yes        ,, 2016-12-05 13:27:27 ,, 2016-12-05 20:55:32 
 1775890 ,, Node locator LED isn't turned on during disk replacement...  ,, Management                   ,, closed   ,, fixed               ,, minor        ,, P2       ,, vickys               ,, 2016-12-04 18:35:09 ,, 2018-07-29 01:24:11 ,, MARVIN Nicias-VxRail_4.0 CD7(10/24-11/2)     ,, MARVIN VxRail_4.0.400 Development                            ,, Defect        ,, 4631184   ,, vxrail40                                 ,, 0        ,, Unknown    ,, 2017-04-26 21:29:35 ,, 2017-10-31 19:17:13 
 1775912 ,, [Upgrade] UI detailed info just show skip skip during th...  ,, Management                   ,, closed   ,, fixed               ,, serious      ,, P1       ,, vxrail-guru          ,, 2016-12-04 20:04:48 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,, 4694499   ,, vxrail401                                ,, 1        ,, Unknown    ,, 2017-01-04 16:01:25 ,, 2017-01-15 22:58:09 
 1776605 ,, [ExternalVC]Precheck only reports the error in 'vCenter ...  ,, Configuration                ,, closed   ,, fixed               ,, critical     ,, P1       ,, vxrail-guru          ,, 2016-12-05 19:49:59 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.5 Dev_triage                                 ,, Defect        ,, 4738387   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2017-03-16 23:17:38 ,, 2017-06-14 04:39:53 
 1776755 ,, [LCM] Needs to add file integrity check ability for upgrade  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, ntenczar             ,, 2016-12-05 23:27:15 ,, 2018-08-05 01:22:38 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.0.100 Dev                                    ,, Feature       ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-12-22 19:29:30 ,, 2016-12-29 01:14:22 
 1776759 ,, [LCM] Needs to handle EMC download site server issue (eg...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, ntenczar             ,, 2016-12-05 23:35:14 ,, 2018-08-05 01:22:38 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,,           ,,                                          ,, 1        ,, Unknown    ,, 2016-12-22 19:30:43 ,, 2016-12-29 17:25:52 
 1776762 ,, [Market] Needs to handle EMC download site server issue ...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, ntenczar             ,, 2016-12-05 23:37:48 ,, 2018-08-05 01:22:38 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-12-22 19:31:12 ,, 2016-12-29 01:13:07 
 1776764 ,, [Market] Needs to add file integrity check ability for m...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, ntenczar             ,, 2016-12-05 23:39:51 ,, 2018-08-05 01:22:38 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.0.100 Dev                                    ,, Feature       ,,           ,,                                          ,, 0        ,, Unknown    ,, 2016-12-22 19:32:00 ,, 2016-12-28 22:37:08 
 1777028 ,, Miexed cluster upgrade faild                                 ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P1       ,, vxrail-guru          ,, 2016-12-06 08:28:56 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,, 4738387   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2016-12-14 16:49:42 ,, 2016-12-16 01:40:11 
 1777329 ,, Market page should not be blocked due to one content los...  ,, Market                       ,, closed   ,, fixed               ,, critical     ,, P1       ,, dmace                ,, 2016-12-06 18:49:27 ,, 2018-08-05 01:22:49 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,, 4685051   ,, hosted-2014-pd-rel                       ,, 0        ,, Unknown    ,, 2016-12-07 23:12:06 ,, 2016-12-23 00:29:41 
 1777526 ,, Lost label on the error disks after node shutdown            ,, Configuration                ,, closed   ,, fixed               ,, serious      ,, P2       ,, vxrail-guru          ,, 2016-12-07 00:47:58 ,, 2018-08-12 01:27:11 ,, MARVIN VxRail_4.0.100                        ,, MARVIN VxRail_4.0.100 Dev                                    ,, Defect        ,, 4747110   ,, vxrail401                                ,, 0        ,, Unknown    ,, 2016-12-07 19:35:29 ,, 2016-12-16 01:31:00 
